deck_id,deck_name,card_id,card_name,count
D011,Mega Lopunny ex [noKlefki],1102,Dusk Ball,4
D011,Mega Lopunny ex [noKlefki],1121,Ultra Ball,4
D011,Mega Lopunny ex [noKlefki],1122,Pokégear 3.0,4
D011,Mega Lopunny ex [noKlefki],1123,Switch,2
D011,Mega Lopunny ex [noKlefki],1156,Lucky Helmet,1
D011,Mega Lopunny ex [noKlefki],1181,Billy & O'Nare,4
D011,Mega Lopunny ex [noKlefki],1182,Boss’s Orders,2
D011,Mega Lopunny ex [noKlefki],1184,Lana’s Aid,2
D011,Mega Lopunny ex [noKlefki],1213,Judge,4
D011,Mega Lopunny ex [noKlefki],1224,Cheren,4
D012,Mega Lopunny ex [fight],5,Basic {P} Energy,4
D012,Mega Lopunny ex [fight],6,Basic {F} Energy,6
D012,Mega Lopunny ex [fight],131,Duskull,1
D012,Mega Lopunny ex [fight],133,Dusknoir,1
D012,Mega Lopunny ex [fight],741,Abra,2
D012,Mega Lopunny ex [fight],742,Kadabra,1
D012,Mega Lopunny ex [fight],758,Buneary,3
D012,Mega Lopunny ex [fight],849,Mega Lopunny ex,3
D012,Mega Lopunny ex [fight],1068,Klefki,1
D012,Mega Lopunny ex [fight],1086,Buddy-Buddy Poffin,4
D012,Mega Lopunny ex [fight],1088,Prime Catcher,1
D012,Mega Lopunny ex [fight],1097,Night Stretcher,4
D012,Mega Lopunny ex [fight],1102,Dusk Ball,4
D012,Mega Lopunny ex [fight],1121,Ultra Ball,4
D012,Mega Lopunny ex [fight],1122,Pokégear 3.0,4
D012,Mega Lopunny ex [fight],1123,Switch,2
D012,Mega Lopunny ex [fight],1181,Billy & O'Nare,4
D012,Mega Lopunny ex [fight],1182,Boss’s Orders,2
D012,Mega Lopunny ex [fight],1184,Lana’s Aid,1
D012,Mega Lopunny ex [fight],1213,Judge,4
D012,Mega Lopunny ex [fight],1224,Cheren,4
D013,Mega Absol ex,7,Basic {D} Energy,8
D013,Mega Absol ex,139,Munkidori ex,2
D013,Mega Absol ex,478,Squawkabilly,1
D013,Mega Absol ex,687,Mega Absol ex,3
D013,Mega Absol ex,776,Absol,2
D013,Mega Absol ex,1086,Buddy-Buddy Poffin,4
D013,Mega Absol ex,1088,Prime Catcher,1
D013,Mega Absol ex,1097,Night Stretcher,4
D013,Mega Absol ex,1102,Dusk Ball,4
D013,Mega Absol ex,1112,Super Potion,1
D013,Mega Absol ex,1121,Ultra Ball,4
D013,Mega Absol ex,1122,Pokégear 3.0,4
D013,Mega Absol ex,1123,Switch,2
D013,Mega Absol ex,1156,Lucky Helmet,2
D013,Mega Absol ex,1174,Air Balloon,2
D013,Mega Absol ex,1181,Billy & O'Nare,4
D013,Mega Absol ex,1182,Boss’s Orders,2
D013,Mega Absol ex,1184,Lana’s Aid,2
D013,Mega Absol ex,1213,Judge,4
D013,Mega Absol ex,1224,Cheren,4
D014,Mega Absol ex [Munki],7,Basic {D} Energy,8
D014,Mega Absol ex [Munki],139,Munkidori ex,3
D014,Mega Absol ex [Munki],478,Squawkabilly,1
D014,Mega Absol ex [Munki],687,Mega Absol ex,3
D014,Mega Absol ex [Munki],776,Absol,2
D014,Mega Absol ex [Munki],1086,Buddy-Buddy Poffin,4
D014,Mega Absol ex [Munki],1088,Prime Catcher,1
D014,Mega Absol ex [Munki],1097,Night Stretcher,4
D014,Mega Absol ex [Munki],1102,Dusk Ball,4
D014,Mega Absol ex [Munki],1121,Ultra Ball,4
D014,Mega Absol ex [Munki],1122,Pokégear 3.0,4
D014,Mega Absol ex [Munki],1123,Switch,2
D014,Mega Absol ex [Munki],1156,Lucky Helmet,2
D014,Mega Absol ex [Munki],1174,Air Balloon,2
D014,Mega Absol ex [Munki],1181,Billy & O'Nare,4
D014,Mega Absol ex [Munki],1182,Boss’s Orders,2
D014,Mega Absol ex [Munki],1184,Lana’s Aid,2
D014,Mega Absol ex [Munki],1213,Judge,4
D014,Mega Absol ex [Munki],1224,Cheren,4
D015,Mega Absol ex [Absolnonex],7,Basic {D} Energy,8
D015,Mega Absol ex [Absolnonex],139,Munkidori ex,2
D015,Mega Absol ex [Absolnonex],478,Squawkabilly,1
D015,Mega Absol ex [Absolnonex],687,Mega Absol ex,3
D015,Mega Absol ex [Absolnonex],776,Absol,3
D015,Mega Absol ex [Absolnonex],1086,Buddy-Buddy Poffin,4
D015,Mega Absol ex [Absolnonex],1088,Prime Catcher,1
D015,Mega Absol ex [Absolnonex],1097,Night Stretcher,4
D015,Mega Absol ex [Absolnonex],1102,Dusk Ball,4
D015,Mega Absol ex [Absolnonex],1121,Ultra Ball,4
D015,Mega Absol ex [Absolnonex],1122,Pokégear 3.0,4
D015,Mega Absol ex [Absolnonex],1123,Switch,2
D015,Mega Absol ex [Absolnonex],1156,Lucky Helmet,2
D015,Mega Absol ex [Absolnonex],1174,Air Balloon,2
D015,Mega Absol ex [Absolnonex],1181,Billy & O'Nare,4
D015,Mega Absol ex [Absolnonex],1182,Boss’s Orders,2
D015,Mega Absol ex [Absolnonex],1184,Lana’s Aid,2
D015,Mega Absol ex [Absolnonex],1213,Judge,4
D015,Mega Absol ex [Absolnonex],1224,Cheren,4
D016,Mega Absol ex [lean],7,Basic {D} Energy,8
D016,Mega Absol ex [lean],139,Munkidori ex,2
D016,Mega Absol ex [lean],478,Squawkabilly,1
D016,Mega Absol ex [lean],687,Mega Absol ex,3
D016,Mega Absol ex [lean],776,Absol,2
D016,Mega Absol ex [lean],1086,Buddy-Buddy Poffin,4
D016,Mega Absol ex [lean],1088,Prime Catcher,1
D016,Mega Absol ex [lean],1097,Night Stretcher,4
D016,Mega Absol ex [lean],1102,Dusk Ball,4
D016,Mega Absol ex [lean],1112,Super Potion,1
D016,Mega Absol ex [lean],1121,Ultra Ball,4
D016,Mega Absol ex [lean],1122,Pokégear 3.0,4
D016,Mega Absol ex [lean],1123,Switch,2
D016,Mega Absol ex [lean],1156,Lucky Helmet,2
D016,Mega Absol ex [lean],1174,Air Balloon,2
D016,Mega Absol ex [lean],1181,Billy & O'Nare,4
D016,Mega Absol ex [lean],1182,Boss’s Orders,2
D016,Mega Absol ex [lean],1184,Lana’s Aid,2
D016,Mega Absol ex [lean],1213,Judge,4
D016,Mega Absol ex [lean],1224,Cheren,4
D017,Marnie's Grimmsnarl ex,7,Basic {D} Energy,8
D017,Marnie's Grimmsnarl ex,103,Snorunt,2
D017,Marnie's Grimmsnarl ex,104,Froslass,2
D017,Marnie's Grimmsnarl ex,112,Munkidori,2
D017,Marnie's Grimmsnarl ex,646,Marnie's Impidimp,3
D017,Marnie's Grimmsnarl ex,647,Marnie's Morgrem,2
D017,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,3
D017,Marnie's Grimmsnarl ex,649,Marnie's Morpeko,1
D017,Marnie's Grimmsnarl ex,1086,Buddy-Buddy Poffin,4
D017,Marnie's Grimmsnarl ex,1088,Prime Catcher,1
D017,Marnie's Grimmsnarl ex,1097,Night Stretcher,4
D017,Marnie's Grimmsnarl ex,1102,Dusk Ball,4
D017,Marnie's Grimmsnarl ex,1121,Ultra Ball,4
D017,Marnie's Grimmsnarl ex,1122,Pokégear 3.0,4
D017,Marnie's Grimmsnarl ex,1123,Switch,2
D017,Marnie's Grimmsnarl ex,1181,Billy & O'Nare,4
D017,Marnie's Grimmsnarl ex,1182,Boss’s Orders,2
D017,Marnie's Grimmsnarl ex,1213,Judge,4
D017,Marnie's Grimmsnarl ex,1224,Cheren,4
D018,Marnie's Grimmsnarl ex [Froslass2],7,Basic {D} Energy,8
D018,Marnie's Grimmsnarl ex [Froslass2],103,Snorunt,3
D018,Marnie's Grimmsnarl ex [Froslass2],104,Froslass,3
D018,Marnie's Grimmsnarl ex [Froslass2],112,Munkidori,2
D018,Marnie's Grimmsnarl ex [Froslass2],646,Marnie's Impidimp,3
D018,Marnie's Grimmsnarl ex [Froslass2],647,Marnie's Morgrem,2
D018,Marnie's Grimmsnarl ex [Froslass2],648,Marnie's Grimmsnarl ex,3
D018,Marnie's Grimmsnarl ex [Froslass2],649,Marnie's Morpeko,1
D018,Marnie's Grimmsnarl ex [Froslass2],1086,Buddy-Buddy Poffin,4
D018,Marnie's Grimmsnarl ex [Froslass2],1088,Prime Catcher,1
D018,Marnie's Grimmsnarl ex [Froslass2],1097,Night Stretcher,2
D018,Marnie's Grimmsnarl ex [Froslass2],1102,Dusk Ball,4
D018,Marnie's Grimmsnarl ex [Froslass2],1121,Ultra Ball,4
D018,Marnie's Grimmsnarl ex [Froslass2],1122,Pokégear 3.0,4
D018,Marnie's Grimmsnarl ex [Froslass2],1123,Switch,2
D018,Marnie's Grimmsnarl ex [Froslass2],1181,Billy & O'Nare,4
D018,Marnie's Grimmsnarl ex [Froslass2],1182,Boss’s Orders,2
D018,Marnie's Grimmsnarl ex [Froslass2],1213,Judge,4
D018,Marnie's Grimmsnarl ex [Froslass2],1224,Cheren,4
D019,Marnie's Grimmsnarl ex [Morpeko],7,Basic {D} Energy,8
D019,Marnie's Grimmsnarl ex [Morpeko],103,Snorunt,2
D019,Marnie's Grimmsnarl ex [Morpeko],104,Froslass,2
D019,Marnie's Grimmsnarl ex [Morpeko],112,Munkidori,2
D019,Marnie's Grimmsnarl ex [Morpeko],646,Marnie's Impidimp,3
D019,Marnie's Grimmsnarl ex [Morpeko],647,Marnie's Morgrem,2
D019,Marnie's Grimmsnarl ex [Morpeko],648,Marnie's Grimmsnarl ex,3
D019,Marnie's Grimmsnarl ex [Morpeko],649,Marnie's Morpeko,2
D019,Marnie's Grimmsnarl ex [Morpeko],1086,Buddy-Buddy Poffin,4
D019,Marnie's Grimmsnarl ex [Morpeko],1088,Prime Catcher,1
D019,Marnie's Grimmsnarl ex [Morpeko],1097,Night Stretcher,3
D019,Marnie's Grimmsnarl ex [Morpeko],1102,Dusk Ball,4
D019,Marnie's Grimmsnarl ex [Morpeko],1121,Ultra Ball,4
D019,Marnie's Grimmsnarl ex [Morpeko],1122,Pokégear 3.0,4
D019,Marnie's Grimmsnarl ex [Morpeko],1123,Switch,2
D019,Marnie's Grimmsnarl ex [Morpeko],1181,Billy & O'Nare,4
D019,Marnie's Grimmsnarl ex [Morpeko],1182,Boss’s Orders,2
D019,Marnie's Grimmsnarl ex [Morpeko],1213,Judge,4
D019,Marnie's Grimmsnarl ex [Morpeko],1224,Cheren,4
D020,Marnie's Grimmsnarl ex [draw],7,Basic {D} Energy,8
D020,Marnie's Grimmsnarl ex [draw],103,Snorunt,2
D020,Marnie's Grimmsnarl ex [draw],104,Froslass,2
D020,Marnie's Grimmsnarl ex [draw],112,Munkidori,2
D020,Marnie's Grimmsnarl ex [draw],646,Marnie's Impidimp,3
D020,Marnie's Grimmsnarl ex [draw],647,Marnie's Morgrem,2
D020,Marnie's Grimmsnarl ex [draw],648,Marnie's Grimmsnarl ex,3
D020,Marnie's Grimmsnarl ex [draw],649,Marnie's Morpeko,1
D020,Marnie's Grimmsnarl ex [draw],1086,Buddy-Buddy Poffin,4
D020,Marnie's Grimmsnarl ex [draw],1088,Prime Catcher,1
D020,Marnie's Grimmsnarl ex [draw],1097,Night Stretcher,4
D020,Marnie's Grimmsnarl ex [draw],1102,Dusk Ball,4
D020,Marnie's Grimmsnarl ex [draw],1121,Ultra Ball,4
D020,Marnie's Grimmsnarl ex [draw],1122,Pokégear 3.0,4
D020,Marnie's Grimmsnarl ex [draw],1123,Switch,2
D020,Marnie's Grimmsnarl ex [draw],1181,Billy & O'Nare,4
D020,Marnie's Grimmsnarl ex [draw],1182,Boss’s Orders,2
D020,Marnie's Grimmsnarl ex [draw],1213,Judge,4
D020,Marnie's Grimmsnarl ex [draw],1224,Cheren,4
D021,Ceruledge ex,2,Basic {R} Energy,8
D021,Ceruledge ex,319,Charcadet,3
D021,Ceruledge ex,320,Ceruledge ex,3
D021,Ceruledge ex,675,Lunatone,2
D021,Ceruledge ex,676,Solrock,2
D021,Ceruledge ex,1086,Buddy-Buddy Poffin,4
D021,Ceruledge ex,1088,Prime Catcher,1
D021,Ceruledge ex,1097,Night Stretcher,4
D021,Ceruledge ex,1102,Dusk Ball,4
D021,Ceruledge ex,1121,Ultra Ball,4
D021,Ceruledge ex,1122,Pokégear 3.0,4
D021,Ceruledge ex,1123,Switch,2
D021,Ceruledge ex,1156,Lucky Helmet,2
D021,Ceruledge ex,1174,Air Balloon,1
D021,Ceruledge ex,1181,Billy & O'Nare,4
D021,Ceruledge ex,1182,Boss’s Orders,2
D021,Ceruledge ex,1184,Lana’s Aid,2
D021,Ceruledge ex,1213,Judge,4
D021,Ceruledge ex,1224,Cheren,4
D022,Ceruledge ex [Lun2],2,Basic {R} Energy,8
D022,Ceruledge ex [Lun2],319,Charcadet,3
D022,Ceruledge ex [Lun2],320,Ceruledge ex,3
D022,Ceruledge ex [Lun2],675,Lunatone,3
D022,Ceruledge ex [Lun2],676,Solrock,3
D022,Ceruledge ex [Lun2],1086,Buddy-Buddy Poffin,4
D022,Ceruledge ex [Lun2],1088,Prime Catcher,1
D022,Ceruledge ex [Lun2],1097,Night Stretcher,4
D022,Ceruledge ex [Lun2],1102,Dusk Ball,4
D022,Ceruledge ex [Lun2],1121,Ultra Ball,4
D022,Ceruledge ex [Lun2],1122,Pokégear 3.0,4
D022,Ceruledge ex [Lun2],1123,Switch,2
D022,Ceruledge ex [Lun2],1156,Lucky Helmet,1
D022,Ceruledge ex [Lun2],1181,Billy & O'Nare,4
D022,Ceruledge ex [Lun2],1182,Boss’s Orders,2
D022,Ceruledge ex [Lun2],1184,Lana’s Aid,2
D022,Ceruledge ex [Lun2],1213,Judge,4
D022,Ceruledge ex [Lun2],1224,Cheren,4
D023,Ceruledge ex [lean],2,Basic {R} Energy,8
D023,Ceruledge ex [lean],319,Charcadet,3
D023,Ceruledge ex [lean],320,Ceruledge ex,3
D023,Ceruledge ex [lean],675,Lunatone,2
D023,Ceruledge ex [lean],676,Solrock,2
D023,Ceruledge ex [lean],1086,Buddy-Buddy Poffin,4
D023,Ceruledge ex [lean],1088,Prime Catcher,1
D023,Ceruledge ex [lean],1097,Night Stretcher,4
D023,Ceruledge ex [lean],1102,Dusk Ball,4
D023,Ceruledge ex [lean],1121,Ultra Ball,4
D023,Ceruledge ex [lean],1122,Pokégear 3.0,4
D023,Ceruledge ex [lean],1123,Switch,2
D023,Ceruledge ex [lean],1156,Lucky Helmet,2
D023,Ceruledge ex [lean],1174,Air Balloon,1
D023,Ceruledge ex [lean],1181,Billy & O'Nare,4
D023,Ceruledge ex [lean],1182,Boss’s Orders,2
D023,Ceruledge ex [lean],1184,Lana’s Aid,2
D023,Ceruledge ex [lean],1213,Judge,4
D023,Ceruledge ex [lean],1224,Cheren,4
D024,Ceruledge ex [charc],2,Basic {R} Energy,8
D024,Ceruledge ex [charc],204,Charcadet,1
D024,Ceruledge ex [charc],319,Charcadet,3
D024,Ceruledge ex [charc],320,Ceruledge ex,3
D024,Ceruledge ex [charc],675,Lunatone,2
D024,Ceruledge ex [charc],676,Solrock,2
D024,Ceruledge ex [charc],1086,Buddy-Buddy Poffin,4
D024,Ceruledge ex [charc],1088,Prime Catcher,1
D024,Ceruledge ex [charc],1097,Night Stretcher,4
D024,Ceruledge ex [charc],1102,Dusk Ball,4
D024,Ceruledge ex [charc],1121,Ultra Ball,4
D024,Ceruledge ex [charc],1122,Pokégear 3.0,4
D024,Ceruledge ex [charc],1123,Switch,2
D024,Ceruledge ex [charc],1156,Lucky Helmet,2
